구,동,단지명,공시제곱미터당가_중위,호수,면적타입수
광진구,능동,라비앙,6907761,6,3
광진구,능동,레나7,6127450,6,3
광진구,능동,레나8,6279744,12,3
광진구,능동,레나빌(320-3),5992634,7,4
광진구,능동,레나빌(320-83),5974341,8,4
광진구,능동,레나빌6,6659836,10,4
광진구,능동,레나빌9차,6943645,12,5
광진구,능동,레이빌리지,5756032,8,1
광진구,능동,로뎀파크,6261980,7,3
광진구,능동,로뎀하우스,5683762,28,7
광진구,능동,리치팰리스,7656932,14,3
광진구,능동,리치하이츠파크,4752304,9,7
광진구,능동,마리스홈A동,3174153,8,3
광진구,능동,마리스홈B동,3070288,8,2
광진구,능동,마므레홈(236-6),6451612,16,6
광진구,능동,만호BAUM(A),5961331,13,7
광진구,능동,만호BAUM(B),5883235,12,7
광진구,능동,명선풍경채,5274425,11,3
광진구,능동,바른채,8456790,9,5
광진구,능동,바른체,8081471,8,4
광진구,능동,번영주택,3102208,7,4
광진구,능동,베스트빌1,3813614,7,3
광진구,능동,베스트빌2,4045874,3,1
광진구,능동,베아투스,8248423,18,3
광진구,능동,부광주택,1756561,9,5
광진구,능동,블루스카이,7146037,12,3
광진구,능동,빌라아데나,6807565,8,6
광진구,능동,빌라헤르메스,5379948,8,5
광진구,능동,삼호빌라트,3656379,8,1
광진구,능동,선림하이츠빌,6230303,9,6
광진구,능동,성심하이츠,4379806,11,2
광진구,능동,세리빌,6974799,18,9
광진구,능동,세원그린빌,5634511,8,5
광진구,능동,솔하우스,7079646,9,4
광진구,능동,송일빌라트,3921282,24,8
광진구,능동,쉬크빌,6612347,7,4
광진구,능동,스위트홈,6643835,10,4
광진구,능동,스카이빌,4540867,8,1
광진구,능동,스텔라하우스,6355814,7,4
광진구,능동,스톤빌리지,7832019,10,6
광진구,능동,신궁전빌라,3105028,8,6
광진구,능동,신궁전빌라(176-0),3321393,7,7
광진구,능동,신우아트빌,3418220,12,5
광진구,능동,써니빌,6025519,7,3
광진구,능동,씨티하우스,5669642,16,8
광진구,능동,아성빌,4003383,9,2
광진구,능동,아성스위트타운,4173239,15,5
광진구,능동,에스에치빌,6167800,8,3
광진구,능동,에이스빌,3297380,18,10
광진구,능동,연승파크빌,6501565,16,2
광진구,능동,오렌지하우스,6528309,16,2
광진구,능동,우송,5690737,10,5
광진구,능동,우송하우시스비,6157303,10,4
광진구,능동,욱현하이브빌,6868743,16,2
광진구,능동,욱현하이브빌(244-12),6546735,16,5
광진구,능동,욱현하이브빌(253-10),5966958,16,6
광진구,능동,욱현하이브빌(253-3),6041267,12,4
광진구,능동,원진빌딩(프라임빌),6735537,28,3
광진구,능동,유림파크빌,5961559,8,3
광진구,능동,유은팰리스,5979381,7,3
광진구,능동,유은팰리스(231-2),6836342,11,7
광진구,능동,유은팰리스(248-11),6559733,12,4
광진구,능동,유호그라시아,8247422,20,5
광진구,능동,윤성빌,5920722,11,3
광진구,능동,이듬빌,7317431,16,9
광진구,능동,일건빌라,3552637,8,5
광진구,능동,자연빌라,3616206,7,3
광진구,능동,정수아트빌,3818785,7,2
광진구,능동,정수아트빌(242-3),5223880,9,3
광진구,능동,진원아트빌,3975860,9,3
광진구,능동,창조공간,5765973,8,6
광진구,능동,천록빌라,3876534,13,4
광진구,능동,청솔빌라,5570164,8,3
광진구,능동,청운빌라,3288201,9,6
광진구,능동,청호하우스,7252978,9,4
광진구,능동,코지빌,7107107,21,4
광진구,능동,퀸즈하우스,8254294,8,4
광진구,능동,클래시하우스,7694950,14,4
광진구,능동,탑클래스,6097018,11,6
광진구,능동,태성아트빌,3572298,8,4
광진구,능동,파라도르,7704569,13,2
광진구,능동,파크아이빌,5045696,18,7
광진구,능동,팰리시아,7597765,13,8
광진구,능동,포스빌,4278728,7,2
광진구,능동,푸르미르,6784759,14,3
광진구,능동,프라임빌7차,3561409,7,3
광진구,능동,하나빌라,3452266,10,3
광진구,능동,하우젠빌,6962699,7,4
광진구,능동,하우젠파크빌,6179304,14,2
광진구,능동,하우젠팰리스,6697923,13,4
광진구,능동,한성센트빌,5390254,12,5
광진구,능동,한울위너스빌,5992586,16,7
광진구,능동,한일빌라,3144963,9,3
광진구,능동,행복한집,4458307,8,2
광진구,능동,화명노블레스,3338652,10,4
광진구,능동,희래하이츠,6235964,8,2
광진구,능동,힐탑,5553126,11,5
광진구,자양동,(10-13),4254520,6,4
광진구,자양동,(10-40),4804097,4,3
광진구,자양동,(12-6),7736770,10,6
광진구,자양동,(13-27),4925137,6,4
광진구,자양동,(13-29),7293298,14,5
광진구,자양동,(13-40),6483036,6,2
광진구,자양동,(13-44),4709993,3,2
광진구,자양동,(13-5),6113582,10,5
광진구,자양동,(13-50),4809483,6,5
광진구,자양동,(13-70),6312500,13,7
광진구,자양동,(16-32),6591816,6,6
광진구,자양동,(16-67),3503010,7,5
광진구,자양동,(16-9),4607238,8,1
광진구,자양동,(193-21),7405324,9,6
광진구,자양동,(193-32),8923189,4,3
광진구,자양동,(193-8),10735677,2,2
광진구,자양동,(197-14),10329531,5,5
광진구,자양동,(197-7),11878682,8,3
광진구,자양동,(217-2),4029754,4,3
광진구,자양동,(217-20),3415915,5,4
광진구,자양동,(217-21),4485629,6,4
광진구,자양동,(218-10),3538311,12,7
광진구,자양동,(218-17),3690149,6,1
광진구,자양동,(221-16),4115226,5,5
광진구,자양동,(221-27),5471264,7,5
광진구,자양동,(221-4),7908847,6,2
광진구,자양동,(221-6),8560650,11,7
광진구,자양동,(222-16),4749799,7,7
광진구,자양동,(223-20),3807834,7,4
광진구,자양동,(225-13),5769230,13,7
광진구,자양동,(226-25),3809711,3,2
광진구,자양동,(227-143),5762411,7,5
광진구,자양동,(227-153),5755395,6,4
광진구,자양동,(227-260),5823405,4,4
광진구,자양동,(227-42),4971888,8,6
광진구,자양동,(229-16),5585315,6,3
광진구,자양동,(229-26),4044797,6,2
광진구,자양동,(229-39),3706754,7,4
광진구,자양동,(229-45),9212598,20,4
광진구,자양동,(229-49),6415381,8,4
광진구,자양동,(231-20),5770421,10,6
광진구,자양동,(231-49),5772113,11,7
광진구,자양동,(231-53),4407550,6,4
광진구,자양동,(232-12),4117422,6,2
광진구,자양동,(4-4),7243340,16,3
광진구,자양동,(464-20),7383177,6,4
광진구,자양동,(471-0),7954925,2,2
광진구,자양동,(48-59),6553672,3,2
광진구,자양동,(48-6),10301331,7,4
광진구,자양동,(496-2),4633345,6,4
광진구,자양동,(497-6),5222241,3,1
광진구,자양동,(497-9),3982930,8,2
광진구,자양동,(5-31),4794333,7,4
광진구,자양동,(51-35),10978875,9,6
광진구,자양동,(52-104),7497761,7,4
광진구,자양동,(52-120),7845188,7,6
광진구,자양동,(52-203),12241943,10,5
광진구,자양동,(52-8),5550441,8,3
광진구,자양동,(54-13),11928159,4,3
광진구,자양동,(553-115),5871409,2,1
광진구,자양동,(553-396),6937590,6,4
광진구,자양동,(553-474),6991037,7,4
광진구,자양동,(56-9),7610810,4,2
광진구,자양동,(57-7),7484276,8,6
광진구,자양동,(57-91),10645446,22,9
광진구,자양동,(581-12),4471799,6,4
광진구,자양동,(586-30),9266202,6,1
광진구,자양동,(586-4),9733645,6,4
광진구,자양동,(588-17),5927051,6,1
광진구,자양동,(593-10),5264423,6,1
광진구,자양동,(593-11),5105853,6,1
광진구,자양동,(593-15),6496390,14,7
광진구,자양동,(593-35),5432865,4,2
광진구,자양동,(593-37),5125054,4,2
광진구,자양동,(595-1),4868542,6,3
광진구,자양동,(595-19),6023651,5,3
광진구,자양동,(595-29),3777297,4,4
광진구,자양동,(599-7),6166688,8,5
광진구,자양동,(6-5),5279805,5,3
광진구,자양동,(6-6),5563567,16,7
광진구,자양동,(6-66),6283987,11,4
광진구,자양동,(6-69),6429026,13,5
광진구,자양동,(600-25),4477050,3,2
광진구,자양동,(603-0),7057416,20,5
광진구,자양동,(603-28),5692850,5,5
광진구,자양동,(604-11),4646936,6,2
광진구,자양동,(606-28),5230622,3,3
광진구,자양동,(607-21),5908480,8,3
광진구,자양동,(607-35),7038025,7,5
광진구,자양동,(608-9),4207468,4,3
광진구,자양동,(609-20),5920663,8,6
광진구,자양동,(609-25),3603182,5,3
광진구,자양동,(609-4),6124916,7,3
광진구,자양동,(610-27),3208147,6,2
광진구,자양동,(610-45),3832152,6,2
광진구,자양동,(610-8),4070256,10,7
광진구,자양동,(611-32),5817531,8,5
광진구,자양동,(611-37),4006898,6,2
광진구,자양동,(611-39),3846153,6,2
광진구,자양동,(612-48),7990867,9,7
광진구,자양동,(614-0),4060193,5,4
광진구,자양동,(614-2),4246031,9,7
광진구,자양동,(614-49),3676575,6,3
광진구,자양동,(615-2),7003607,6,6
광진구,자양동,(615-29),4168426,4,1
광진구,자양동,(615-33),3847307,6,4
광진구,자양동,(617-42),3982757,4,3
광진구,자양동,(618-5),4440112,3,3
광진구,자양동,(618-9),4139900,3,1
광진구,자양동,(620-1),6274606,7,5
광진구,자양동,(620-26),5315449,8,4
광진구,자양동,(620-28),4305367,6,5
광진구,자양동,(621-38),4168344,7,4
광진구,자양동,(621-58),4285574,10,6
광진구,자양동,(623-32),5157790,8,6
광진구,자양동,(624-19),4886236,9,5
광진구,자양동,(624-36),5650505,9,7
광진구,자양동,(624-41),4344432,5,4
광진구,자양동,(628-22),5816326,11,5
광진구,자양동,(629-26),4285437,3,3
광진구,자양동,(629-29),4328416,3,3
광진구,자양동,(631-24),4990286,10,6
광진구,자양동,(631-3),5709580,9,5
광진구,자양동,(632-31),4530644,6,4
광진구,자양동,(634-16),3630203,6,1
광진구,자양동,(635-9),4112087,12,4
광진구,자양동,(638-19),4699623,6,4
광진구,자양동,(638-7),4475702,4,2
광진구,자양동,(639-37),4975662,7,5
광진구,자양동,(639-9),4739336,6,4
광진구,자양동,(640-11),6328320,7,1
광진구,자양동,(640-15),5850524,6,3
광진구,자양동,(640-24),5486111,6,2
광진구,자양동,(640-25),4898550,6,2
광진구,자양동,(640-5),4367740,3,3
광진구,자양동,(646-0),5278944,7,5
광진구,자양동,(647-24),6559368,6,4
광진구,자양동,(647-31),5722203,8,6
광진구,자양동,(647-33),6906906,7,5
광진구,자양동,(647-8),7483083,6,6
광진구,자양동,(648-9),5306756,7,5
광진구,자양동,(649-13),4546217,6,4
광진구,자양동,(650-39),4508992,6,2
광진구,자양동,(650-42),3829862,9,2
광진구,자양동,(650-48),6669242,6,4
광진구,자양동,(651-19),4669603,6,4
광진구,자양동,(651-29),4440532,8,1
광진구,자양동,(652-44),4853985,5,3
광진구,자양동,(652-51),4301075,7,4
광진구,자양동,(655-17),4137798,7,3
광진구,자양동,(655-20),4217780,3,2
광진구,자양동,(655-21),4213483,5,3
광진구,자양동,(655-31),4445556,6,2
광진구,자양동,(655-45),4780071,6,3
광진구,자양동,(657-31),5756647,6,4
광진구,자양동,(660-19),4736495,9,7
광진구,자양동,(660-20),4354827,6,4
광진구,자양동,(660-26),4368279,6,4
광진구,자양동,(663-20),4992697,4,3
광진구,자양동,(663-24),4708333,5,5
광진구,자양동,(664-11),5285035,7,4
광진구,자양동,(664-2),4523267,7,5
광진구,자양동,(664-27),6035825,9,6
광진구,자양동,(665-17),4207198,6,1
광진구,자양동,(665-2),7914678,9,6
광진구,자양동,(667-1),4266549,7,7
광진구,자양동,(667-15),5146386,7,3
광진구,자양동,(667-24),5381727,7,4
광진구,자양동,(667-26),4842557,7,2
광진구,자양동,(667-32),5886508,7,5
광진구,자양동,(667-35),3989049,7,4
광진구,자양동,(667-9),5723455,6,3
광진구,자양동,(669-10),4424040,8,5
광진구,자양동,(677-13),5388017,5,3
광진구,자양동,(677-3),4907926,6,5
광진구,자양동,(677-9),4697120,9,6
광진구,자양동,(678-14),4364139,5,3
광진구,자양동,(678-4),4803948,8,5
광진구,자양동,(682-15),5285612,9,5
광진구,자양동,(683-16),6098475,8,5
광진구,자양동,(685-13),5525313,6,1
광진구,자양동,(685-40),5743059,6,1
광진구,자양동,(686-11),5248464,5,2
광진구,자양동,(686-12),5183104,4,4
광진구,자양동,(686-47),5206812,4,2
광진구,자양동,(690-18),7388211,6,4
광진구,자양동,(690-23),5698358,6,1
광진구,자양동,(690-30),4575569,8,6
광진구,자양동,(690-56),5149278,3,2
광진구,자양동,(769-34),3094063,4,4
광진구,자양동,(79-10),7800119,4,3
광진구,자양동,(79-20),7034899,5,3
광진구,자양동,(794-7),4022988,5,2
광진구,자양동,(794-8),4517611,7,5
광진구,자양동,(798-1),4227184,5,4
광진구,자양동,(798-8),5996899,12,2
광진구,자양동,(806-11),3854975,6,3
광진구,자양동,(832-7),6054449,6,4
광진구,자양동,(833-3),6289752,7,4
광진구,자양동,(834-7),4773315,4,4
광진구,자양동,(838-3),8491774,8,4
광진구,자양동,(839-12),6357375,8,7
광진구,자양동,(84-10),7231157,14,4
광진구,자양동,(840-13),8316699,8,5
광진구,자양동,(840-24),5021013,4,4
광진구,자양동,(842-4),5410474,4,3
광진구,자양동,(843-3),6194409,7,5
광진구,자양동,(845-16),5788820,4,4
광진구,자양동,(845-2),6693174,13,5
광진구,자양동,(848-2),5595463,7,3
광진구,자양동,(850-2),7646304,7,5
광진구,자양동,(851-7),3087670,17,7
광진구,자양동,(92-6),6501203,6,2
광진구,자양동,13-66,5751468,6,5
광진구,자양동,16에스티뷰,8856235,7,3
광진구,자양동,221-9,5873078,9,5
광진구,자양동,227-179,5932388,8,4
광진구,자양동,5-25,6149193,6,3
광진구,자양동,553-415,7027784,11,5
광진구,자양동,57-140,6458897,7,4
광진구,자양동,596-24,6006071,10,5
광진구,자양동,598-20,5664939,5,3
광진구,자양동,605-23,6171240,10,6
광진구,자양동,622-26,5604719,8,5
광진구,자양동,638-36,5240174,6,4
광진구,자양동,648-27,6664867,7,7
광진구,자양동,648-30,5885949,4,3
광진구,자양동,650-43,6434830,6,4
광진구,자양동,651-56,6289935,6,3
광진구,자양동,666-7,4274077,8,7
광진구,자양동,682-23,6635747,5,3
광진구,자양동,684-10,7205825,13,5
광진구,자양동,686-2,7242990,7,5
광진구,자양동,687-14,6374501,8,2
광진구,자양동,771-26,6773862,7,3
광진구,자양동,774-24,6238615,18,4
광진구,자양동,797-6,6355042,5,5
광진구,자양동,839-1,8246527,11,4
광진구,자양동,AMF하우스,6607979,3,2
광진구,자양동,BRICKHANDS,7519996,16,7
광진구,자양동,BRICKHANDSⅤ,7274283,9,5
광진구,자양동,BrickHandsII,8122125,4,3
광진구,자양동,ILS,4505800,8,5
광진구,자양동,JJ홈,6591776,5,3
광진구,자양동,J앤S하이츠빌,6866987,24,3
광진구,자양동,J타운,6355038,10,4
광진구,자양동,KBcityIII,7521113,8,4
광진구,자양동,LUCA193,13339907,10,6
광진구,자양동,M-house,5308880,7,4
광진구,자양동,NK빌,6204400,6,4
광진구,자양동,RIVERSIDE,9574810,22,10
광진구,자양동,SD펠리체,4823685,3,2
광진구,자양동,THE팰리스,6798770,10,3
광진구,자양동,U.M Castle(659-16),6006893,11,5
광진구,자양동,WinnerSiwon,9784521,20,1
광진구,자양동,Y-PARK(와이파크),6383547,14,8
광진구,자양동,Y-PARK2차,11094452,22,4
광진구,자양동,vip홈,7576769,6,4
광진구,자양동,가든하우스,6922575,8,6
광진구,자양동,가든하우스(614-33),6131825,8,4
광진구,자양동,가원빌(667-21),4870129,7,3
광진구,자양동,가은빌,7271053,13,7
광진구,자양동,각문빌딩,4605585,9,5
광진구,자양동,강남빌리지,5090725,7,5
광진구,자양동,강변愛팰리스,6590381,10,5
광진구,자양동,강변리치빌,6008120,4,3
광진구,자양동,강변애팰리스,5182098,20,6
광진구,자양동,강변연립(665-4),4121797,18,2
광진구,자양동,갤러리하우스,7310555,8,2
광진구,자양동,건국다세대,3927729,6,1
광진구,자양동,건국리취빌라,3910402,6,3
광진구,자양동,건국빌라,4178921,8,1
광진구,자양동,건국빌리지,3671421,9,6
광진구,자양동,건대메이저캐슬,9410979,24,4
광진구,자양동,건영리치빌(663-25),5457708,7,2
광진구,자양동,건우빌라(11-15),5127876,12,1
광진구,자양동,결,9196617,14,5
광진구,자양동,경남,8722481,232,3
광진구,자양동,경남아너스빌,8307801,150,2
광진구,자양동,경도미소빌(596-16),6710065,9,3
광진구,자양동,경도미소빌(637-4),7044734,10,6
광진구,자양동,경동그린맨숀,6294326,48,2
광진구,자양동,경동아트빌,5255372,8,4
광진구,자양동,경보주택,5664489,18,4
광진구,자양동,경성그린빌,4612018,10,7
광진구,자양동,경성빌라,4955998,8,5
광진구,자양동,경성빌라트,5074994,8,4
광진구,자양동,경성아트빌,5338716,23,10
광진구,자양동,경성주택,4071246,10,1
광진구,자양동,경성타워,6704505,8,1
광진구,자양동,경성하우스(604-2),6657528,10,1
광진구,자양동,경성하이빌,5703703,8,1
광진구,자양동,경성홈타운,5872518,10,3
광진구,자양동,경성홈타운(227-113),7171171,15,3
광진구,자양동,경운하이츠,6476046,7,4
광진구,자양동,경인,7058025,12,3
광진구,자양동,경인아트빌,4083129,6,3
광진구,자양동,경일빌라,3810683,12,1
광진구,자양동,고려빌라,3708744,9,3
광진구,자양동,고은빌라,4202835,6,4
광진구,자양동,골드빌라(666-12),4437564,7,5
광진구,자양동,골드스톤빌(638-33),5428954,5,3
광진구,자양동,골든빌,7234166,6,4
광진구,자양동,광성,5489244,10,6
광진구,자양동,광양아트빌라트,4307228,8,5
광진구,자양동,광진빌라,5562745,6,6
광진구,자양동,광진트라팰리스(854),11154367,204,4
광진구,자양동,광진하나플러스,6994328,43,3
광진구,자양동,광진하우스토리한강,11209542,82,3
광진구,자양동,광진하이빌,3975147,8,4
광진구,자양동,구의현대하이엘,7306397,98,4
광진구,자양동,구의현대홈시티,7159679,102,2
광진구,자양동,굿모닝빌,5319148,6,3
광진구,자양동,굿모닝빌(624-32),5259247,4,4
광진구,자양동,굿모닝빌(655-24),4315707,7,5
광진구,자양동,그라시아빌딩,10177404,13,4
광진구,자양동,그랑시아,8474576,29,10
광진구,자양동,그랜드아파트,7868020,21,9
광진구,자양동,그레이스빌,6503496,6,2
광진구,자양동,그린,6425916,33,4
광진구,자양동,그린빌,5142434,13,7
광진구,자양동,그린빌라,4291593,3,3
광진구,자양동,그린빌라(769-16),3112033,7,4
광진구,자양동,극동빌라,3540560,8,5
광진구,자양동,극동하이빌,4534005,8,5
광진구,자양동,극동하이빌(596-9),4171301,8,5
광진구,자양동,극동하이빌(605-9),4719129,4,3
광진구,자양동,극동하이빌(629-36),4767063,7,4
광진구,자양동,극동하이빌(656-12),4615642,9,4
광진구,자양동,극동하이빌(660-5),4117489,8,3
광진구,자양동,금강KCC,9376840,69,4
광진구,자양동,금강뉴빌,4463083,8,1
광진구,자양동,금강빌라,7934336,12,3
광진구,자양동,금강아트빌라,3732573,12,6
광진구,자양동,금강하이빌,4251049,4,2
광진구,자양동,금당빌딩,4022413,6,3
광진구,자양동,금산아트빌리지,4017857,17,11
광진구,자양동,금성,7287382,17,11
광진구,자양동,금성빌,6329735,11,6
광진구,자양동,금호연립나동,6229800,6,6
광진구,자양동,기산빌라트,5357621,19,3
광진구,자양동,기성펠리체,6502337,12,4
광진구,자양동,기성펠리체3,7814512,15,6
광진구,자양동,기성펠리체5차,8204895,9,6
광진구,자양동,길린빌,6568364,11,5
광진구,자양동,까사드자양,10380985,17,9
광진구,자양동,까사리버,13329902,12,6
광진구,자양동,까사리버자양,9368836,14,6
광진구,자양동,까사밀라615,6921036,14,8
광진구,자양동,나래하이빌,4173778,7,5
광진구,자양동,낙원빌리지,4158376,8,4
광진구,자양동,네모하우스(218-38),4890678,10,2
광진구,자양동,네이션힐1차,4182070,11,6
광진구,자양동,네이션힐2차,4346978,5,4
광진구,자양동,노블스카이,4388925,18,6
광진구,자양동,뉴-월드빌,4855305,7,2
광진구,자양동,뉴다성시티빌,3943133,8,4
광진구,자양동,뉴세화빌라,4014336,9,5
광진구,자양동,뉴페리온,7790034,12,7
광진구,자양동,뉴현대빌라(688),4367158,14,7
광진구,자양동,늘봄정원집,5800575,7,6
광진구,자양동,늘푸른빌,4959609,8,2
광진구,자양동,늘푸른빌라,4438260,10,5
광진구,자양동,늘푸른하우스,7338225,11,6
광진구,자양동,다성씨티빌,4301075,8,4
광진구,자양동,다성아트빌(다성시티빌),4543108,8,2
광진구,자양동,다솜,4996701,6,3
광진구,자양동,다솜(646-42),6520605,15,4
광진구,자양동,다온터,7828282,9,6
광진구,자양동,다올주택,4793187,3,2
광진구,자양동,다우쉐르빌,5541788,7,4
광진구,자양동,닥터하우스,6417445,8,4
광진구,자양동,대교빌라,6331168,6,1
광진구,자양동,대농연립가동,5656767,12,1
광진구,자양동,대농연립나동,6459276,18,1
광진구,자양동,대동,9509746,314,3
광진구,자양동,대련하이츠,4749290,7,5
광진구,자양동,대명리치빌,5584642,6,3
광진구,자양동,대명빌라,4156577,10,5
광진구,자양동,대명아트빌,4049363,8,4
광진구,자양동,대명아트빌(638-10),4610618,8,5
광진구,자양동,대보아파트(798-3),5639002,14,3
광진구,자양동,대보아파트(798-4),5478589,19,4
광진구,자양동,대성빌라,4573409,6,3
광진구,자양동,대성빌라(226-43),4528853,6,1
광진구,자양동,대성빌라(226-44),4382615,6,1
광진구,자양동,대성빌라(227-284),5468750,6,2
광진구,자양동,대성빌라(621-36),3615361,9,8
광진구,자양동,대양빌라,4810924,5,3
광진구,자양동,대양샤인빌,5730928,12,3
광진구,자양동,대양아트빌라,4142335,9,2
광진구,자양동,대양파크,4030587,7,4
광진구,자양동,대영빌라,4305155,7,1
광진구,자양동,대원리버빌,7994923,40,2
광진구,자양동,대원빌(12차),6183448,10,2
광진구,자양동,대원빌11차,6985385,14,4
광진구,자양동,대원빌13차,7965517,15,3
광진구,자양동,대원빌15차,7686781,15,4
광진구,자양동,대원빌16차,6524271,10,1
광진구,자양동,대원빌18차,6811681,10,6
광진구,자양동,대원빌19차,7150259,10,3
광진구,자양동,대원빌9차,6370330,8,4
광진구,자양동,대원아트빌,6825153,9,5
광진구,자양동,대원아트빌3차,5199177,8,3
광진구,자양동,대원캐슬,8657718,15,5
광진구,자양동,대원캐슬2차,7773363,10,3
광진구,자양동,대원캐슬3차,9424540,10,3
광진구,자양동,대원캐슬5차A동,8900103,10,6
광진구,자양동,대원캐슬5차B동,8747892,4,2
광진구,자양동,대원캐슬6차,9293552,15,2
광진구,자양동,대원캐슬7차,9923154,10,3
광진구,자양동,대원캐슬빌,5232984,18,6
광진구,자양동,대원캐슬빌(5차),6145573,8,1
광진구,자양동,대원캐슬빌2차,5483405,8,2
광진구,자양동,대원캐슬빌6차,5756578,10,1
광진구,자양동,대원캐슬빌7차,5804657,10,3
광진구,자양동,대원캐슬빌8차A동,6781924,10,5
광진구,자양동,대원캐슬빌8차B동,7768313,8,3
광진구,자양동,대종리버빌,4516960,19,7
광진구,자양동,"대화주택(가,나)",7434721,12,5
광진구,자양동,대화주택(다)(474-23),7756541,4,3
광진구,자양동,대흥빌라,4500466,6,4
광진구,자양동,더블랙(THEBLACK)자양,8189081,12,8
광진구,자양동,더샵스타시티,10978930,1177,14
광진구,자양동,더스위트자양,13895089,15,3
광진구,자양동,더스위트자양Ⅱ,9409096,14,5
광진구,자양동,더이공이공*마을과집,5276552,15,7
광진구,자양동,더트윈1,8863725,13,4
광진구,자양동,더트윈2,8863725,13,4
광진구,자양동,더팰리스,7125506,10,1
광진구,자양동,더퍼스트스테이,8978675,15,4
광진구,자양동,덕산빌리지,4013822,8,6
광진구,자양동,덕산타운,4411764,9,7
광진구,자양동,도성,4350700,12,3
광진구,자양동,도시엔,7760285,64,2
광진구,자양동,동건하이빌,5327172,4,3
광진구,자양동,동광그린빌A동,4045114,8,6
광진구,자양동,동광그린빌B동,3924244,8,4
광진구,자양동,동광로얄빌라,10278330,6,1
광진구,자양동,동광팰리스,6824417,15,5
광진구,자양동,동궁빌라,3834545,8,2
광진구,자양동,동남연립가동,14935361,18,1
광진구,자양동,동남연립나동,15588723,9,3
광진구,자양동,동문굿모닝빌,4310175,6,3
광진구,자양동,동부아트빌라(768-2),5063291,18,2
광진구,자양동,동부파크,4617474,18,3
광진구,자양동,동부파크(768),3431305,3,1
광진구,자양동,동산빌라가동,7059493,6,1
광진구,자양동,동산빌라나동,6711037,6,1
광진구,자양동,동산빌라다동,7253463,6,1
광진구,자양동,동산하이츠,4312941,8,3
광진구,자양동,동소빌딩,4036243,4,2
광진구,자양동,동심빌라,3531134,9,2
광진구,자양동,동양로얄빌라,3813671,9,4
광진구,자양동,동영빌리지,4170155,6,3
광진구,자양동,동영하이츠빌,4476143,8,4
광진구,자양동,동원연립,7944176,8,1
광진구,자양동,동익연립,8994974,50,10
광진구,자양동,동인하이빌,3898341,6,5
광진구,자양동,동일빌,6983372,15,6
광진구,자양동,동일빌라,9004739,13,4
광진구,자양동,동일스타빌,8282496,10,2
광진구,자양동,동일하이빌,9733005,11,4
광진구,자양동,동진빌라,4042581,8,2
광진구,자양동,동진빌라(690-26),5210748,7,5
광진구,자양동,동화빌라,6256725,8,5
광진구,자양동,동화엘리트,5952124,20,8
광진구,자양동,동화홈타운(227-112),6920762,15,3
광진구,자양동,동화홈타운(599-21),6525878,10,3
광진구,자양동,드림리버뷰,9757442,11,4
광진구,자양동,드림베스트빌,5368420,10,4
광진구,자양동,드림빌(631-8),6099033,17,6
광진구,자양동,드림빌라,4196642,7,2
광진구,자양동,드림팰리스,6498951,10,1
광진구,자양동,드림팰리스3차,6833114,15,3
광진구,자양동,드림팰리스6차,6788643,8,5
광진구,자양동,드림하이빌1차,7212020,15,3
광진구,자양동,드림하이빌2차,7219061,15,5
광진구,자양동,드림힐(800-5),7153327,13,6
광진구,자양동,든해빌딩,4803865,3,2
광진구,자양동,디앤씨스톤,9402546,10,4
광진구,자양동,디엔씨스톤,8170940,7,4
광진구,자양동,뚝섬리버빌,8790991,10,5
광진구,자양동,뚝섬리버빌2차(A동),10909090,16,3
광진구,자양동,뚝섬리버빌2차(B동),10813507,12,4
광진구,자양동,뚝섬리버빌3차,8375378,20,5
광진구,자양동,뚝섬리버빌5차,11158117,11,6
광진구,자양동,뚝섬리버빌6차,11270433,11,7
광진구,자양동,뚝섬리버빌7차,11534045,16,6
광진구,자양동,뚝섬아트빌,10428385,14,4
광진구,자양동,라임팰리스,6917185,10,3
광진구,자양동,라임하우스,7268170,10,4
광진구,자양동,라클라쎄,9523809,13,6
광진구,자양동,라테우스,13288033,24,8
광진구,자양동,래디앙,5046082,7,3
광진구,자양동,래디앙(634-4),5098389,7,3
광진구,자양동,래미안프리미어팰리스,10821950,264,3
광진구,자양동,랜드마크,11929356,36,4
광진구,자양동,랜드마크Ⅱ,11470807,24,4
광진구,자양동,럭스빌,4731323,4,1
광진구,자양동,럭스빌(616-3),6006674,7,5
광진구,자양동,럭키하이츠빌라,3738603,12,2
광진구,자양동,레몬트리하우스,5970658,7,3
광진구,자양동,로데빌,7578166,16,7
광진구,자양동,로마그린빌,4288235,8,6
광진구,자양동,로빈힐즈,6683245,10,4
광진구,자양동,로얄H빌(667-28),5159441,9,6
광진구,자양동,로얄동아,9247204,322,4
광진구,자양동,로얄빌라,4831843,6,4
광진구,자양동,로얄펄빌리지(663-0),5239802,8,1
광진구,자양동,로얄하이츠(빌라),3304836,10,3
광진구,자양동,루시드자양101,11277320,10,4
광진구,자양동,루시드자양102,12395212,16,5
광진구,자양동,류한빌딩,5002653,10,4
광진구,자양동,르네상스빌,4804596,6,4
광진구,자양동,리버그린,5274508,8,3
광진구,자양동,리버그린(598-3),5218766,7,4
광진구,자양동,리버빌8차,9295976,10,4
광진구,자양동,리버빌A동(610-50),5689102,8,3
광진구,자양동,리버빌B동(610-49),6343695,12,4
광진구,자양동,리버빌리지(667-17),4890665,7,5
광진구,자양동,리버스테이,11941779,16,2
