구,동,단지명,공시제곱미터당가_중위,호수,면적타입수
노원구,상계동,대우하이빌,4726696,8,4
노원구,상계동,대운아트빌라,3123149,8,3
노원구,상계동,대원파크빌,4505188,14,3
노원구,상계동,대진빌라,4645790,6,1
노원구,상계동,대창센시티,4277749,117,2
노원구,상계동,대한빌,2169303,7,3
노원구,상계동,대한빌라,3009392,13,10
노원구,상계동,대화그린빌,3979263,8,1
노원구,상계동,대흥주택A동B동,2545745,12,3
노원구,상계동,더힐탑유앤아이,4916037,25,10
노원구,상계동,덕산맨션(1011-48),2953985,11,6
노원구,상계동,덕산맨션(1118-24),3013993,6,2
노원구,상계동,덕성빌라,4288143,9,8
노원구,상계동,덕우빌라,3053931,48,3
노원구,상계동,덕정그린빌라,5613749,4,3
노원구,상계동,덕흥파크빌라,5156136,9,5
노원구,상계동,덤보프라자가동,2489736,8,2
노원구,상계동,덤보프라자나동,2516336,12,3
노원구,상계동,동광빌라트,2487046,8,2
노원구,상계동,동남빌라,2277537,6,1
노원구,상계동,"동남빌라가,나동",3954263,9,3
노원구,상계동,동남빌라다동,3816046,6,2
노원구,상계동,동남주택,2173738,12,4
노원구,상계동,동방빌라,2354724,28,17
노원구,상계동,동성그린빌라(1097-4),2595109,4,3
노원구,상계동,동성그린빌라(1097-7),2586805,8,1
노원구,상계동,동성빌라,4770412,7,5
노원구,상계동,동성아트빌,2815557,11,5
노원구,상계동,동신라메르,3563791,64,6
노원구,상계동,동아그린빌라,3273257,19,5
노원구,상계동,동아불암,4511189,673,3
노원구,상계동,동양그린빌,2547247,11,6
노원구,상계동,동양빌딩(1131-12),4569629,14,5
노원구,상계동,동양엔파트,5902450,448,1
노원구,상계동,동원맨션,3750501,8,3
노원구,상계동,동원빌라,2160777,10,4
노원구,상계동,"동원빌라가,나,다",2575423,15,4
노원구,상계동,동원아트맨션,4273504,9,5
노원구,상계동,동일맨션,3395908,8,6
노원구,상계동,동일빌라,2937336,8,1
노원구,상계동,동일씨티빌,2820760,15,4
노원구,상계동,동일씨티빌(1116-60),2452097,8,3
노원구,상계동,동일하이츠,2914110,8,1
노원구,상계동,동일하이츠빌라,2904797,9,3
노원구,상계동,두산,5069201,763,7
노원구,상계동,두성하이츠빌라,3863636,17,6
노원구,상계동,두승에버빌,2776773,8,4
노원구,상계동,드림빌,3133796,12,3
노원구,상계동,드림타운(1016-11),3184291,18,6
노원구,상계동,드림타운(1016-2),3170587,18,2
노원구,상계동,드림타운(1016-3),3184578,12,5
노원구,상계동,디자인빌상계,5536975,12,3
노원구,상계동,라인빌9차A동,4311355,12,8
노원구,상계동,라인빌9차B동,4289850,12,6
노원구,상계동,람스힐,3720930,14,3
노원구,상계동,레나힐스,3871345,9,4
노원구,상계동,로얄빌라,3602971,6,4
노원구,상계동,로즈데일,3781512,8,5
노원구,상계동,로즈데일(6구역31블럭13롯트),3848691,12,5
노원구,상계동,루멘럭스빌,4573370,12,3
노원구,상계동,루체,3527291,12,6
노원구,상계동,르비앙,3858447,24,4
노원구,상계동,르비앙(1090-12),4240196,14,2
노원구,상계동,리언하우스A,2547393,6,4
노원구,상계동,리언하우스B,2574434,6,3
노원구,상계동,림스하이츠빌,3465560,4,3
노원구,상계동,명보빌,2974828,7,3
노원구,상계동,명인빌라,3317437,13,7
노원구,상계동,모던하우스,4158633,16,4
노원구,상계동,무지개원룸,5504518,35,1
노원구,상계동,문수해오름,3423834,37,7
노원구,상계동,미강빌라,2376610,8,8
노원구,상계동,미광빌라,3409824,7,3
노원구,상계동,미도,5207262,600,1
노원구,상계동,미도빌라가동,5328078,4,3
노원구,상계동,미도빌라나동,4037113,10,5
노원구,상계동,미래빌리지,3653056,10,4
노원구,상계동,미래하이츠,5534454,10,6
노원구,상계동,"미소4동,미소5동",3823038,17,4
노원구,상계동,미소드림,3702468,10,4
노원구,상계동,미소홈타운,4479585,14,7
노원구,상계동,미소홈타운(1051-8),3721163,22,6
노원구,상계동,미소홈타운(1121-25),4123903,11,6
노원구,상계동,민영빌라,2436808,10,3
노원구,상계동,밀레니엄하우스,3853669,16,9
노원구,상계동,바로하우징,4691920,10,6
노원구,상계동,반석아트빌라,2468971,9,4
노원구,상계동,"백승빌라3,4동",2488367,18,4
노원구,상계동,"백승빌라5,6동",2487206,16,4
노원구,상계동,백승빌라A동B동,2467218,19,7
노원구,상계동,백운그랜드캐슬,4785779,10,5
노원구,상계동,백운빌라,6198892,5,3
노원구,상계동,백하하우스,3451080,8,5
노원구,상계동,범하골든빌,2761994,9,7
노원구,상계동,범하그랜드타운A,2490196,9,4
노원구,상계동,범하그랜드타운B동,2487841,5,3
노원구,상계동,범하라이프타운가동,3975925,7,5
노원구,상계동,범하라이프타운나동,3997375,8,4
노원구,상계동,범하타운,3151266,6,5
노원구,상계동,범하하이츠타운,2638793,16,8
노원구,상계동,범하하이츠타운2차,2868030,9,5
노원구,상계동,범하훼미리타운,5132037,9,4
노원구,상계동,베스트하우스,3247433,12,7
노원구,상계동,베스트하우스(136-33),4475499,8,3
노원구,상계동,벽산,4598160,1590,6
노원구,상계동,보경스마트빌,3940720,9,4
노원구,상계동,보람그린102동,2325812,19,5
노원구,상계동,보람그린APT101동,1965875,18,4
노원구,상계동,보람빌라,2374451,8,3
노원구,상계동,보람빌라(1116-36),2130722,14,5
노원구,상계동,보람빌라13차,2907328,18,5
노원구,상계동,보람빌라15차,2601037,10,7
노원구,상계동,보람빌라17차,4118213,14,6
노원구,상계동,보람빌라A,2192325,18,3
노원구,상계동,보람빌라B,2196434,14,5
노원구,상계동,보람빌라C,2254334,10,4
노원구,상계동,보람아트,3802303,12,9
노원구,상계동,보람아트맨션,2417487,10,3
노원구,상계동,보람아트빌라,2322924,7,3
노원구,상계동,보람아파트,5184099,3315,4
노원구,상계동,보람하이츠빌라,2475744,26,7
노원구,상계동,"보람하이츠빌라가,나",2624073,18,6
노원구,상계동,보림빌라,2537723,10,7
노원구,상계동,보미,3006720,14,1
노원구,상계동,보성빌라,2437096,5,4
노원구,상계동,부림빌라A,2379053,9,4
노원구,상계동,부림빌라B,2366255,9,3
노원구,상계동,부원그린빌라,2632906,13,5
노원구,상계동,북부현대,4017555,105,2
노원구,상계동,불암빌라,3577064,9,3
노원구,상계동,불암빌라가동,6181818,6,2
노원구,상계동,불암빌라나동,5910852,6,2
노원구,상계동,불암빌라다동,6403755,6,2
노원구,상계동,불암산센트럴아파트,4000000,240,3
노원구,상계동,불암신기101동,3561474,19,4
노원구,상계동,불암신기102동,3284780,19,6
노원구,상계동,불암양지빌라,3693617,6,4
노원구,상계동,불암현대,4292929,826,3
노원구,상계동,블루하우스,4347826,10,7
노원구,상계동,"비콘드림힐아파트(201,202동)",5087309,57,7
노원구,상계동,비콘드림힐아파트(301동),5118971,114,2
노원구,상계동,쁘네더퍼스트,5812418,12,4
노원구,상계동,사랑채,3514837,8,2
노원구,상계동,산장파크빌(1구역4블럭23롯트),5691814,12,5
노원구,상계동,산정빌라,3547551,10,7
노원구,상계동,삼광빌라,2259710,10,2
노원구,상계동,삼미빌라1동,3528605,14,7
노원구,상계동,삼미빌라2동,3676128,16,5
노원구,상계동,삼미빌라3동,3609106,16,3
노원구,상계동,삼미빌라5동,3396167,9,2
노원구,상계동,삼보빌라,2534288,10,4
노원구,상계동,삼성,2393445,22,11
노원구,상계동,삼성빌라,2675107,6,3
노원구,상계동,"삼성빌라2차(1구역4블럭26,35롯트)",5377983,8,6
노원구,상계동,삼성빌라나동,2485089,8,3
노원구,상계동,"삼성새르빌가,나",2570449,15,3
노원구,상계동,삼성아트빌,2495107,6,2
노원구,상계동,삼성타운가동,2357309,10,9
노원구,상계동,삼성타운나동,2369157,10,3
노원구,상계동,삼성하이빌,2664188,12,2
노원구,상계동,삼우아트빌라1동,2528740,18,4
노원구,상계동,삼우아트빌라2동,2511082,18,1
노원구,상계동,삼원골드빌101,2720893,8,2
노원구,상계동,삼원골드빌102동,2713957,8,1
노원구,상계동,삼원골드빌103동,2706113,8,1
노원구,상계동,삼원골드빌104동,2714535,8,2
노원구,상계동,삼원골드빌105동,2709873,7,5
노원구,상계동,삼정빌라,2905982,8,4
노원구,상계동,삼정하우스,4123495,13,7
노원구,상계동,삼호골드타운가,2558839,8,2
노원구,상계동,삼호골드타운나,2291525,8,3
노원구,상계동,삼호아트빌,2666965,7,4
노원구,상계동,삼호아트빌A,2705141,10,3
노원구,상계동,삼호파크빌,2727090,8,1
노원구,상계동,삼환빌라,3492063,11,7
노원구,상계동,"삼희그린빌라A,B",2538219,18,6
노원구,상계동,상계1차중앙하이츠,5449682,437,3
노원구,상계동,상계1차현대아파트,3968064,331,2
노원구,상계동,상계2차중앙하이츠,5650118,795,4
노원구,상계동,상계그린빌,4019917,12,6
노원구,상계동,상계대림,4776269,675,2
노원구,상계동,상계대림e편한세상,4423512,230,3
노원구,상계동,상계동승리빌라,1677884,19,6
노원구,상계동,상계동힐탑하우스,4686617,15,6
노원구,상계동,상계마들,3568242,170,2
노원구,상계동,상계맨션,3098936,10,7
노원구,상계동,상계베스트빌,3423673,8,5
노원구,상계동,상계불암대림,4884651,634,3
노원구,상계동,상계빌,4687885,9,5
노원구,상계동,상계빌라,3862118,8,4
노원구,상계동,상계빌라(1087-8),2562277,10,2
노원구,상계동,상계신동아,4294622,385,2
노원구,상계동,상계아트빌라,2172057,12,7
노원구,상계동,상계에스하임,4609203,12,6
노원구,상계동,상계예인빌라1차,4812374,10,4
노원구,상계동,상계예인빌라2차,4462753,8,2
노원구,상계동,상계우방유쉘,3932187,274,5
노원구,상계동,상계주공1(고층),5766920,1834,7
노원구,상계동,상계주공1(저층),5105021,230,3
노원구,상계동,상계주공10(고층),5867040,2294,9
노원구,상계동,상계주공10(저층),5555555,360,2
노원구,상계동,상계주공11(고층),5927112,1944,7
노원구,상계동,상계주공12(고층),5726872,1739,5
노원구,상계동,상계주공13(고층),4923747,939,4
노원구,상계동,상계주공14(고층),5566680,2025,5
노원구,상계동,상계주공14(저층),5200805,240,3
노원구,상계동,"상계주공15(고층,공무원임대)",4237288,2100,2
노원구,상계동,상계주공16(고층),4984004,2392,4
노원구,상계동,상계주공2(고층),6136872,1807,8
노원구,상계동,상계주공2(저층),5060816,222,5
노원구,상계동,상계주공3(고층),6680161,2113,11
노원구,상계동,상계주공3(저층),5077201,100,3
노원구,상계동,상계주공4(고층),6085157,2136,11
노원구,상계동,상계주공5(저층),9130706,840,1
노원구,상계동,상계주공6(고층),6768816,2646,7
노원구,상계동,상계주공7(고층),6634113,2634,6
노원구,상계동,상계주공9(고층),5653218,2830,7
노원구,상계동,상계현대3차,4684557,494,1
노원구,상계동,상록수1단지,5237065,95,2
노원구,상계동,상록수2단지,3701929,20,1
노원구,상계동,상아빌라,2425817,13,3
노원구,상계동,상진아트빌,3349358,8,4
노원구,상계동,새울센스빌,4865839,11,7
노원구,상계동,새한주택,2707825,8,3
노원구,상계동,생명빌라A,2204806,8,1
노원구,상계동,생명빌라B,2204806,8,1
노원구,상계동,생명빌라C,2300156,8,1
노원구,상계동,샤인캐슬,5477862,12,7
노원구,상계동,서울빌라,3025930,18,13
노원구,상계동,서울하이츠,2997025,7,4
노원구,상계동,서원빌,2803030,7,3
노원구,상계동,선보주택,3343465,9,3
노원구,상계동,선정빌라,2376538,9,2
노원구,상계동,선진파크빌라,4921020,9,2
노원구,상계동,선화빌라,4527729,15,5
노원구,상계동,성문하이빌A,5532879,7,3
노원구,상계동,성문하이빌B동,6448087,7,5
노원구,상계동,성산빌라,4325052,9,5
노원구,상계동,성우,4479338,13,3
노원구,상계동,성원그린빌A동,2670925,6,6
노원구,상계동,성원그린빌B동,2703505,5,5
노원구,상계동,성원그린빌라,2695596,6,5
노원구,상계동,성원상떼빌,4482880,174,3
노원구,상계동,성지상계빌라,2254801,12,3
노원구,상계동,성진골든빌,3897313,8,2
노원구,상계동,"성진빌라A,B",2318688,19,10
노원구,상계동,세명그린빌,2705016,9,7
노원구,상계동,세복빌리지,3626286,8,3
노원구,상계동,세종로얄빌라,3831982,7,5
노원구,상계동,세진빌라,4640510,6,5
노원구,상계동,세창빌라(나)동,4761904,6,2
노원구,상계동,세창빌라(라)동,5495634,6,3
노원구,상계동,세창빌라마동,4022988,8,2
노원구,상계동,센스빌,2794725,9,5
노원구,상계동,센트럴,2843834,17,7
노원구,상계동,센트럴스퀘어,4817987,25,4
노원구,상계동,센트럴타워,4005183,19,3
노원구,상계동,소담빌,4928327,149,1
노원구,상계동,소망빌라,2913165,11,7
노원구,상계동,소망아트빌,5038759,6,4
노원구,상계동,솔매빌라트,2930225,8,2
노원구,상계동,송도빌라,4948898,8,6
노원구,상계동,송원레지던스,3934131,16,5
노원구,상계동,송원의집,2333333,15,8
노원구,상계동,송이월드A동,2505435,18,7
노원구,상계동,송이월드B동,2566749,12,4
노원구,상계동,송이월드빌,2593708,7,5
노원구,상계동,송이하이츠빌,2601994,8,3
노원구,상계동,수락A,2117216,6,1
노원구,상계동,수락B,2144584,6,1
노원구,상계동,수락래미안,3524861,15,4
노원구,상계동,수락리버시티3단지,4220045,696,4
노원구,상계동,수락리버시티4단지,4472693,548,3
노원구,상계동,수락리버타운,3544708,48,2
노원구,상계동,수락산늘푸른,3734607,45,3
노원구,상계동,수락산벨리체,4550991,492,2
노원구,상계동,수락아트빌A,2602462,8,3
노원구,상계동,수락아트빌B,2577565,8,3
노원구,상계동,수락윈디하이츠,3217391,12,3
노원구,상계동,수락파크,2337507,10,6
노원구,상계동,수락파크(1121-23),2933341,10,6
노원구,상계동,수락파크빌,4981710,484,13
노원구,상계동,수락파크빌(1097-13),2589175,8,2
노원구,상계동,수락파크빌(1097-9),2576335,8,2
노원구,상계동,수락한신,4170141,290,3
노원구,상계동,수락현대,4180202,216,1
노원구,상계동,수양빌라,4937741,9,6
노원구,상계동,수정빌라A동,3728335,12,6
노원구,상계동,수정빌라B동,2872864,7,4
노원구,상계동,수지블루빌,2627643,7,2
노원구,상계동,순호주택,2606079,9,4
노원구,상계동,스위트리아,4760685,45,8
노원구,상계동,스토빌,3666320,12,7
노원구,상계동,시대빌라,2522552,5,4
노원구,상계동,시온1동,4095018,10,4
노원구,상계동,시온6동,4123524,10,5
노원구,상계동,시온7동,4272959,12,3
노원구,상계동,시온빌라트,3984646,20,7
노원구,상계동,시온빌리지,3909075,23,9
노원구,상계동,시온스타빌,4289173,25,9
노원구,상계동,시온아트빌,4416961,21,10
노원구,상계동,시온아트빌201동,4435058,10,5
노원구,상계동,시즌빌,4148837,16,6
노원구,상계동,신상계빌라,3036738,11,5
노원구,상계동,신상계빌라A동,10437500,6,1
노원구,상계동,신상계빌라B동,7392765,4,2
노원구,상계동,신생하이빌,3742292,12,9
노원구,상계동,신성그린빌라,4702970,12,4
노원구,상계동,신성빌라,4313226,7,5
노원구,상계동,신성빌리지,4156275,7,5
노원구,상계동,신성에어빌나동,3334099,12,5
노원구,상계동,신성에어빌다동,3467372,12,2
노원구,상계동,신성에어빌라동,3422866,12,4
노원구,상계동,신성파크빌라,3784000,10,6
노원구,상계동,신아빌리지,4342742,42,3
노원구,상계동,신아빌리지2차가동,4080015,6,1
노원구,상계동,신아빌리지2차나동,4897186,6,1
노원구,상계동,신아빌리지2차다동,4897186,6,1
노원구,상계동,신아빌리지2차라동,4265010,6,2
노원구,상계동,신양빌라,3576576,8,6
노원구,상계동,신우빌라,2774079,13,3
노원구,상계동,신이모닝빌,4121375,67,4
노원구,상계동,신일아트빌101동,2523605,9,4
노원구,상계동,신일아트빌102동,2635728,8,1
노원구,상계동,신한빌라,2370500,9,3
노원구,상계동,신한빌라(1387-3),3794178,9,7
노원구,상계동,신한신6,2140077,7,3
노원구,상계동,신한신A,2657801,14,4
노원구,상계동,신한신B,2677571,14,4
노원구,상계동,신한신C,2655003,17,2
노원구,상계동,신한신빌라5동,2637687,14,4
노원구,상계동,신한신빌라D,2640504,14,4
노원구,상계동,신흥빌라,4013332,10,4
노원구,상계동,신흥빌라2차,4547935,7,4
노원구,상계동,쌍용빌라,2295041,7,4
노원구,상계동,아기솔그린맨션,3865288,18,7
노원구,상계동,아름빌,4063856,16,9
노원구,상계동,아세아빌라,2639296,9,4
노원구,상계동,아트I,2401960,4,1
노원구,상계동,안성빌라,2648578,7,2
노원구,상계동,안성연립,3704573,10,4
노원구,상계동,양우,5212805,251,4
노원구,상계동,양지그린빌라101동,2325648,10,6
노원구,상계동,양지그린빌라102동,2328042,9,3
노원구,상계동,양지그린빌라103동,2317848,10,3
노원구,상계동,양지빌라,4875560,33,21
노원구,상계동,양지빌라트,3596709,10,5
노원구,상계동,양지쉐르빌,4135275,16,5
노원구,상계동,양지쉐르빌C동,4211529,8,6
노원구,상계동,에덴하우스,3334610,13,6
노원구,상계동,에덴하우스3차,5379746,3,1
노원구,상계동,에든버러캐슬,4167664,20,3
노원구,상계동,에스엔타워,4430176,56,5
노원구,상계동,에이원빌리지,5593370,16,6
노원구,상계동,에이원하우스,4013761,7,4
노원구,상계동,엘지그랑빌101동,2683053,8,1
노원구,상계동,엘지그랑빌102동,2677587,8,1
노원구,상계동,엘지그랑빌103동,2678159,8,1
노원구,상계동,엘지그랑빌104동,2449567,8,1
노원구,상계동,엘지그랑빌105동,2670891,8,1
노원구,상계동,엘지빌라3차,5825113,9,9
노원구,상계동,역전빌라,3973616,5,5
노원구,상계동,연희빌라,4482689,11,4
노원구,상계동,영광빌라,4279279,7,5
노원구,상계동,영광빌라A-B,6364359,12,3
노원구,상계동,영신빌라,2386131,14,8
노원구,상계동,영진스위트빌,4258018,16,11
노원구,상계동,영진스위트빌2,5040535,4,3
노원구,상계동,영팔안동숲,5440552,7,2
노원구,상계동,예담리더스빌,2925599,6,3
노원구,상계동,예림빌라,2266025,16,8
노원구,상계동,오성그린빌라,3906250,12,5
노원구,상계동,오성빌라가-마동,3772418,72,1
노원구,상계동,옥수그린빌라,2524721,7,5
노원구,상계동,옥토빌라,5070859,9,4
노원구,상계동,용진쉐르빌,3438713,8,1
노원구,상계동,우광빌라,2040626,6,3
노원구,상계동,우리빌,4013575,16,5
노원구,상계동,우리아트빌,2428796,6,3
노원구,상계동,우림루미아트1,4794609,175,2
노원구,상계동,우림루미아트201동,4859936,100,3
노원구,상계동,우성빌라,4886174,6,1
노원구,상계동,우신빌라,4206869,9,6
노원구,상계동,"우암빌라A,B",2335557,17,3
노원구,상계동,우암빌라C동,2104376,12,3
노원구,상계동,우영팰리스빌A,2542754,10,5
노원구,상계동,우영팰리스빌B,2562500,9,6
노원구,상계동,우정빌라,3125658,8,5
노원구,상계동,우진빌라,2117327,15,3
노원구,상계동,우진하이츠빌라,2523291,13,2
노원구,상계동,원당빌라,4432242,6,3
노원구,상계동,원터빌A,2909090,5,2
노원구,상계동,원터빌B,3013698,6,4
노원구,상계동,원터빌라,2135416,3,3
노원구,상계동,원하우스,4081885,12,4
노원구,상계동,월드맨션빌라,3966653,10,5
노원구,상계동,"월드메인빌A,B동",2774813,16,6
노원구,상계동,월드메인빌C동,2771618,7,6
노원구,상계동,월드메인빌D동,2742158,7,5
노원구,상계동,월드빌라,2837699,8,6
노원구,상계동,월드쉐르빌,2895322,3,2
노원구,상계동,월드쉐르빌A,2566364,8,4
노원구,상계동,월드쉐르빌B,2559612,8,2
노원구,상계동,월튼힐타운가동(142-61),4253409,8,2
노원구,상계동,월튼힐타운나동(142-48),4243506,10,5
노원구,상계동,위드36A,4414808,7,4
노원구,상계동,위드36B,4428636,8,3
노원구,상계동,유니버설디자인하우스_수락,4232192,33,7
노원구,상계동,유성그린빌라,2185490,10,6
노원구,상계동,유성그린빌라(1096-5),2220791,19,5
노원구,상계동,유성빌라,2271656,18,3
노원구,상계동,유성빌라(581-214),2976966,11,8
노원구,상계동,유성빌라A동,2670251,8,3
노원구,상계동,유성빌라B동,2625122,10,1
노원구,상계동,유성빌라C동,2829780,8,1
노원구,상계동,유성빌라D동,2658479,8,3
노원구,상계동,유성빌라E동,2718157,8,2
노원구,상계동,유성파크빌라,2249739,14,6
노원구,상계동,유진빌,4548895,10,2
노원구,상계동,유진빌리지,5782253,9,6
노원구,상계동,은빛1단지,5023364,1391,3
노원구,상계동,은빛2단지,5163753,1313,3
노원구,상계동,은빛3단지,2981989,900,2
노원구,상계동,은빛정원,4054153,10,2
노원구,상계동,은산빌라,2365939,8,6
노원구,상계동,"은수빌라A,B",2544132,17,3
노원구,상계동,은영빌라,2545215,8,3
노원구,상계동,은영빌라트,2616464,6,3
노원구,상계동,은혜빌라,2553897,5,4
노원구,상계동,이도그린빌,3847915,12,6
노원구,상계동,이오그린빌A,2584055,8,3
노원구,상계동,이오그린빌B,2615502,8,2
노원구,상계동,이풍경힐탑,4969352,23,8
노원구,상계동,이화빌라,2681992,22,7
노원구,상계동,이화빌라A,3026559,12,2
노원구,상계동,이화빌라B,3124193,9,5
노원구,상계동,이화빌라C,3049723,9,2
노원구,상계동,이화빌라D,3005570,14,2
노원구,상계동,이화빌라E,2846933,8,1
노원구,상계동,이화빌라F,2832186,8,2
노원구,상계동,이화빌라G,2837443,7,3
노원구,상계동,인강빌,3211554,7,6
노원구,상계동,일신하이츠2차,2384059,8,6
노원구,상계동,일신하이츠빌라1차,4580955,5,4
노원구,상계동,임광,5571764,420,2
노원구,상계동,임오아트빌,2904493,6,5
노원구,상계동,장미빌라,3525516,20,9
노원구,상계동,재명빌라,2948642,9,2
노원구,상계동,재연그린빌,4088864,4,3
노원구,상계동,재연하이츠빌라1차,3373455,17,3
노원구,상계동,재연하이츠빌라2차,3876931,11,7
노원구,상계동,재현빌라,2437288,6,4
노원구,상계동,정림빌라,4048338,9,8
노원구,상계동,"정우빌라가,나동",1989516,33,3
노원구,상계동,정원드림빌,2910398,8,3
노원구,상계동,정원베스트빌,3618494,25,7
노원구,상계동,정은빌라,3529411,9,9
노원구,상계동,정현빌라,2044242,10,8
노원구,상계동,정화빌라,2310829,8,5
노원구,상계동,제3차정의빌라,2278129,10,2
노원구,상계동,제이맘팰리스(407-39),4519252,16,3
노원구,상계동,제이스타빌,3987662,7,5
노원구,상계동,제이하임,8154686,8,3
노원구,상계동,제이하임Ⅱ,5656496,10,4
노원구,상계동,제일빌라,3862212,9,9
노원구,상계동,조양파크빌라,4388414,8,6
노원구,상계동,조은주택,3524470,17,9
노원구,상계동,주신빌라,2289687,8,4
노원구,상계동,중계센트럴파크,6953907,457,5
노원구,상계동,중앙빌라,4924862,25,12
노원구,상계동,중앙빌라가동,3263458,13,3
노원구,상계동,중앙빌라나동,4227405,4,3
노원구,상계동,중앙빌리지A동,2366248,9,6
노원구,상계동,중앙빌리지B동,2395627,8,4
노원구,상계동,중앙아트빌라,2462812,10,4
노원구,상계동,중앙프라자,5763473,64,1
노원구,상계동,중앙하이빌,2690927,3,1
노원구,상계동,중앙하이츠(5지역),3935430,142,2
노원구,상계동,중앙하이츠빌라,2355316,7,5
노원구,상계동,중앙하이츠빌라101동,2578086,11,7
노원구,상계동,중앙하이츠빌라102동,2589563,11,8
노원구,상계동,중앙하이츠빌라103동,2570778,12,5
노원구,상계동,중앙하이츠빌라104동,2584796,12,4
노원구,상계동,지브로,5240014,9,5
노원구,상계동,지성리치빌,3066772,4,4
노원구,상계동,지승빌딩,5694029,4,3
노원구,상계동,진명그린빌라,3280053,17,3
노원구,상계동,진명하이츠빌라11-23동,4113396,98,5
노원구,상계동,"진명하이츠빌라24,25동",3797814,12,2
노원구,상계동,진석빌라,1976996,9,3
노원구,상계동,진양하이빌,2949245,6,3
노원구,상계동,진영빌라,2444317,9,3
노원구,상계동,진영아트빌,3088489,8,1
노원구,상계동,진주빌라A,2741402,8,1
노원구,상계동,진주빌라B,2649807,8,1
노원구,상계동,진주아트빌,6212810,11,5
노원구,상계동,창성빌리지,2345459,8,6
노원구,상계동,창신빌라,3312945,10,2
노원구,상계동,창신주택,2514825,8,5
노원구,상계동,천우빌라1,2267050,6,1
노원구,상계동,천우빌라1-3동,2676133,18,1
노원구,상계동,천우빌라10차,2443285,15,6
노원구,상계동,천우빌라13차가동,2421812,19,6
노원구,상계동,"천우빌라14차가,나",2880235,19,7
노원구,상계동,천우빌라2,2273224,6,1
노원구,상계동,천우빌라4동,2549246,6,2
노원구,상계동,천우빌라5동,2591820,6,2
노원구,상계동,천우빌라9차,2672561,15,6
노원구,상계동,천우빌라가,2338028,7,5
노원구,상계동,"천우빌라가,나동",2128099,19,9
노원구,상계동,천우빌라나,2214242,13,5
노원구,상계동,천우빌라나동,2645224,15,3
노원구,상계동,천우빌라다동,2238095,13,4
노원구,상계동,천일빌라,2650767,6,1
노원구,상계동,천일빌라(456-144),2401171,10,3
노원구,상계동,천지빌라,2305998,9,4
노원구,상계동,청구빌라,2358614,8,4
노원구,상계동,청목빌라,4121567,6,4
노원구,상계동,청솔,2803606,19,8
노원구,상계동,청수빌라,2955003,9,7
노원구,상계동,청암1단지,5011792,234,1
노원구,상계동,청암2단지,4882459,602,3
노원구,상계동,청운빌라,2423696,10,4
노원구,상계동,청운아트맨션,2259687,10,4
노원구,상계동,청운파크빌,3442157,8,4
노원구,상계동,청하그린빌라,2621705,10,2
노원구,상계동,청해빌라,2431474,12,2
노원구,상계동,초록하이츠B동,3623188,13,6
노원구,상계동,초록하이츠빌라4차,3779069,13,9
노원구,상계동,초록하이츠빌라A동,3940066,10,4
노원구,상계동,초록하이츠빌라C동,3812445,17,5
노원구,상계동,초산빌라,3866915,12,7
노원구,상계동,초산아트빌라,3416462,14,8
노원구,상계동,초원1차빌라,3725891,19,12
노원구,상계동,초원빌라2차,3942652,9,8
노원구,상계동,춘당빌라,3475422,7,4
노원구,상계동,충효파크타운,2538134,19,11
노원구,상계동,카라하우스,4090685,14,5
노원구,상계동,카사밀라,4862965,24,3
노원구,상계동,캐슬빌,3902439,28,11
노원구,상계동,코오롱,5394581,215,3
노원구,상계동,코지한주,3204945,18,3
노원구,상계동,타워그린빌라A,4368279,16,6
노원구,상계동,타워그린빌라B,3551805,13,4
노원구,상계동,태광아트빌라,3248199,15,10
노원구,상계동,태림빌라,2630117,14,6
노원구,상계동,태양빌라,2732387,12,3
노원구,상계동,태양빌라(1365-13),7438459,10,4
노원구,상계동,태양빌라(1388-25),5997639,4,4
노원구,상계동,태조빌라,2580645,11,2
노원구,상계동,태평아트빌,3496343,8,4
노원구,상계동,토담그린빌라(1389-22),4395073,7,2
노원구,상계동,토양맨션A,1932659,19,7
노원구,상계동,토양맨션B,1813359,19,7
노원구,상계동,톰스타운,5480402,19,15
노원구,상계동,투원베스트빌,2605795,7,3
노원구,상계동,티파니,4293861,7,3
노원구,상계동,포레나노원,9163570,921,5
노원구,상계동,풀내음파크빌,3811204,10,5
노원구,상계동,풀내음파크빌(1049-115),2991713,4,3
노원구,상계동,풀내음파크빌(1102-2),3239773,7,5
노원구,상계동,풀내음파크빌(397-19),3112128,8,6
노원구,상계동,"풀내음파크빌(A,B동)",2587955,16,6
노원구,상계동,풀내음파크빌(C동),3017460,8,5
노원구,상계동,"풀내음파크빌A,B동",2540533,16,3
노원구,상계동,풀하우스,4765933,9,4
노원구,상계동,풀하우스2차,4723971,10,3
노원구,상계동,풀하우스Ⅲ,4685408,6,3
노원구,상계동,풍전빌라1동,2515611,9,4
노원구,상계동,풍전빌라2동,2496787,9,3
노원구,상계동,프린스빌라,3642987,7,2
노원구,상계동,피스풀하우스,3947637,34,8
노원구,상계동,피스풀하우스(389-608),5264039,8,1
노원구,상계동,피스풀하우스3차(389-386),4628306,16,3
노원구,상계동,피스플하우스,4262173,16,2
노원구,상계동,피스플하우스A동,3992473,8,3
노원구,상계동,피스플하우스A동(429-2),5775236,8,2
노원구,상계동,피스플하우스B동,4368623,8,3
노원구,상계동,피스플하우스B동(429-34),5825045,8,1
